,Horse,current race,previous race
16,SUPER EIGHTEEN(A323),654,625
17,SUPER EIGHTEEN(A323),625,548
18,SUPER EIGHTEEN(A323),548,428
19,SUPER EIGHTEEN(A323),428,375
20,SUPER EIGHTEEN(A323),375,341
21,SUPER EIGHTEEN(A323),341,272
22,SUPER EIGHTEEN(A323),272,217
23,SUPER EIGHTEEN(A323),217,NA
0,SUPER HERO(B270),812,727
1,SUPER HERO(B270),727,693
2,SUPER HERO(B270),693,633
3,SUPER HERO(B270),633,592
4,SUPER HERO(B270),592,488
5,SUPER HERO(B270),488,356
6,SUPER HERO(B270),356,NA
0,SUPER WINNER(C341),456,420
1,SUPER WINNER(C341),420,372
2,SUPER WINNER(C341),372,356
3,SUPER WINNER(C341),356,261
4,SUPER WINNER(C341),261,205
5,SUPER WINNER(C341),205,156
6,SUPER WINNER(C341),156,059
7,SUPER WINNER(C341),059,006
8,SUPER WINNER(C341),006,NA
0,SUPREME WITNESS(A357),476,437
1,SUPREME WITNESS(A357),437,381
2,SUPREME WITNESS(A357),381,307
3,SUPREME WITNESS(A357),307,247
4,SUPREME WITNESS(A357),247,105
5,SUPREME WITNESS(A357),105,011
6,SUPREME WITNESS(A357),011,793
7,SUPREME WITNESS(A357),793,447
8,SUPREME WITNESS(A357),447,399
9,SUPREME WITNESS(A357),399,362
10,SUPREME WITNESS(A357),362,317
11,SUPREME WITNESS(A357),317,277
12,SUPREME WITNESS(A357),277,236
13,SUPREME WITNESS(A357),236,200
14,SUPREME WITNESS(A357),200,167
15,SUPREME WITNESS(A357),167,095
16,SUPREME WITNESS(A357),095,058
17,SUPREME WITNESS(A357),058,022
18,SUPREME WITNESS(A357),022,780
19,SUPREME WITNESS(A357),780,763
20,SUPREME WITNESS(A357),763,710
21,SUPREME WITNESS(A357),710,651
22,SUPREME WITNESS(A357),651,531
23,SUPREME WITNESS(A357),531,498
24,SUPREME WITNESS(A357),498,471
25,SUPREME WITNESS(A357),471,430
26,SUPREME WITNESS(A357),430,310
27,SUPREME WITNESS(A357),310,277
28,SUPREME WITNESS(A357),277,228
29,SUPREME WITNESS(A357),228,NA
0,SHINING ON(A359),566,502
1,SHINING ON(A359),502,394
2,SHINING ON(A359),394,317
3,SHINING ON(A359),317,277
4,SHINING ON(A359),277,223
5,SHINING ON(A359),223,136
6,SHINING ON(A359),136,082
7,SHINING ON(A359),082,026
8,SHINING ON(A359),026,802
9,SHINING ON(A359),802,661
10,SHINING ON(A359),661,588
11,SHINING ON(A359),588,490
12,SHINING ON(A359),490,437
13,SHINING ON(A359),437,361
14,SHINING ON(A359),361,287
15,SHINING ON(A359),287,193
16,SHINING ON(A359),193,129
17,SHINING ON(A359),129,058
18,SHINING ON(A359),058,023
19,SHINING ON(A359),023,802
20,SHINING ON(A359),802,763
21,SHINING ON(A359),763,680
22,SHINING ON(A359),680,588
23,SHINING ON(A359),588,447
24,SHINING ON(A359),447,367
25,SHINING ON(A359),367,NA
0,SIMPLY FLUKE(C352),558,417
1,SIMPLY FLUKE(C352),417,374
2,SIMPLY FLUKE(C352),374,325
3,SIMPLY FLUKE(C352),325,298
4,SIMPLY FLUKE(C352),298,250
5,SIMPLY FLUKE(C352),250,200
6,SIMPLY FLUKE(C352),200,153
7,SIMPLY FLUKE(C352),153,051
8,SIMPLY FLUKE(C352),051,780
9,SIMPLY FLUKE(C352),780,704
10,SIMPLY FLUKE(C352),704,NA
0,SPARKLING DOLPHIN(C332),325,191
1,SPARKLING DOLPHIN(C332),191,106
2,SPARKLING DOLPHIN(C332),106,NA
0,SUPREME PATROL(C300),540,473
1,SUPREME PATROL(C300),473,431
2,SUPREME PATROL(C300),431,395
3,SUPREME PATROL(C300),395,308
4,SUPREME PATROL(C300),308,248
5,SUPREME PATROL(C300),248,213
6,SUPREME PATROL(C300),213,129
7,SUPREME PATROL(C300),129,081
8,SUPREME PATROL(C300),081,053
9,SUPREME PATROL(C300),053,017
10,SUPREME PATROL(C300),017,815
11,SUPREME PATROL(C300),815,748
12,SUPREME PATROL(C300),748,720
13,SUPREME PATROL(C300),720,664
14,SUPREME PATROL(C300),664,582
15,SUPREME PATROL(C300),582,535
16,SUPREME PATROL(C300),535,494
17,SUPREME PATROL(C300),494,NA
0,SACRED TIMING(C387),466,417
1,SACRED TIMING(C387),417,362
2,SACRED TIMING(C387),362,304
3,SACRED TIMING(C387),304,257
4,SACRED TIMING(C387),257,NA
0,SOCKET ELITE(C362),556,363
1,SOCKET ELITE(C362),363,167
2,SOCKET ELITE(C362),167,117
3,SOCKET ELITE(C362),117,059
4,SOCKET ELITE(C362),059,NA
0,SWOT TROOPERS WIND(D101),458,419
1,SWOT TROOPERS WIND(D101),419,374
2,SWOT TROOPERS WIND(D101),374,345
3,SWOT TROOPERS WIND(D101),345,NA
0,SANGRIA(A065),465,357
1,SANGRIA(A065),357,277
2,SANGRIA(A065),277,202
3,SANGRIA(A065),202,155
4,SANGRIA(A065),155,100
5,SANGRIA(A065),100,052
6,SANGRIA(A065),052,752
7,SANGRIA(A065),752,697
8,SANGRIA(A065),697,598
9,SANGRIA(A065),598,571
10,SANGRIA(A065),571,453
11,SANGRIA(A065),453,364
12,SANGRIA(A065),364,298
13,SANGRIA(A065),298,211
14,SANGRIA(A065),211,179
15,SANGRIA(A065),179,120
16,SANGRIA(A065),120,043
17,SANGRIA(A065),043,762
18,SANGRIA(A065),762,706
19,SANGRIA(A065),706,629
20,SANGRIA(A065),629,553
21,SANGRIA(A065),553,493
22,SANGRIA(A065),493,444
23,SANGRIA(A065),444,351
24,SANGRIA(A065),351,248
25,SANGRIA(A065),248,213
26,SANGRIA(A065),213,168
27,SANGRIA(A065),168,102
28,SANGRIA(A065),102,047
29,SANGRIA(A065),047,014
30,SANGRIA(A065),014,NA
0,SKY TREASURE(V401),540,473
1,SKY TREASURE(V401),473,430
2,SKY TREASURE(V401),430,363
3,SKY TREASURE(V401),363,323
4,SKY TREASURE(V401),323,294
5,SKY TREASURE(V401),294,248
6,SKY TREASURE(V401),248,015
7,SKY TREASURE(V401),015,795
8,SKY TREASURE(V401),795,736
9,SKY TREASURE(V401),736,641
10,SKY TREASURE(V401),641,553
11,SKY TREASURE(V401),553,480
12,SKY TREASURE(V401),480,463
13,SKY TREASURE(V401),463,437
14,SKY TREASURE(V401),437,377
15,SKY TREASURE(V401),377,733
16,SKY TREASURE(V401),733,687
17,SKY TREASURE(V401),687,567
18,SKY TREASURE(V401),567,462
19,SKY TREASURE(V401),462,421
20,SKY TREASURE(V401),421,365
21,SKY TREASURE(V401),365,274
22,SKY TREASURE(V401),274,235
23,SKY TREASURE(V401),235,164
24,SKY TREASURE(V401),164,086
25,SKY TREASURE(V401),086,011
26,SKY TREASURE(V401),011,NA
0,SMILING SUCCESS(C250),567,472
1,SMILING SUCCESS(C250),472,383
2,SMILING SUCCESS(C250),383,344
3,SMILING SUCCESS(C250),344,297
4,SMILING SUCCESS(C250),297,269
5,SMILING SUCCESS(C250),269,145
6,SMILING SUCCESS(C250),145,043
7,SMILING SUCCESS(C250),043,809
8,SMILING SUCCESS(C250),809,755
9,SMILING SUCCESS(C250),755,NA
0,SHANGHAI DRAGON(B114),355,297
1,SHANGHAI DRAGON(B114),297,783
2,SHANGHAI DRAGON(B114),783,727
3,SHANGHAI DRAGON(B114),727,692
4,SHANGHAI DRAGON(B114),692,637
5,SHANGHAI DRAGON(B114),637,580
6,SHANGHAI DRAGON(B114),580,543
7,SHANGHAI DRAGON(B114),543,077
8,SHANGHAI DRAGON(B114),077,005
9,SHANGHAI DRAGON(B114),005,734
10,SHANGHAI DRAGON(B114),734,590
11,SHANGHAI DRAGON(B114),590,545
12,SHANGHAI DRAGON(B114),545,485
13,SHANGHAI DRAGON(B114),485,430
14,SHANGHAI DRAGON(B114),430,375
15,SHANGHAI DRAGON(B114),375,NA
0,SHINEALOT(C046),520,438
1,SHINEALOT(C046),438,400
2,SHINEALOT(C046),400,307
3,SHINEALOT(C046),307,227
4,SHINEALOT(C046),227,162
5,SHINEALOT(C046),162,072
6,SHINEALOT(C046),072,034
7,SHINEALOT(C046),034,661
8,SHINEALOT(C046),661,568
9,SHINEALOT(C046),568,472
10,SHINEALOT(C046),472,275
11,SHINEALOT(C046),275,218
12,SHINEALOT(C046),218,158
13,SHINEALOT(C046),158,NA
0,SPEEDY OPTIMIST(C253),109,014
1,SPEEDY OPTIMIST(C253),014,795
2,SPEEDY OPTIMIST(C253),795,671
3,SPEEDY OPTIMIST(C253),671,634
4,SPEEDY OPTIMIST(C253),634,541
5,SPEEDY OPTIMIST(C253),541,497
6,SPEEDY OPTIMIST(C253),497,NA
0,SUCCESS ALLSTARS(D065),530,484
1,SUCCESS ALLSTARS(D065),484,362
2,SUCCESS ALLSTARS(D065),362,315
3,SUCCESS ALLSTARS(D065),315,238
4,SUCCESS ALLSTARS(D065),238,205
5,SUCCESS ALLSTARS(D065),205,NA
0,SUPER RED DRAGON(C191),541,428
1,SUPER RED DRAGON(C191),428,285
2,SUPER RED DRAGON(C191),285,212
3,SUPER RED DRAGON(C191),212,163
4,SUPER RED DRAGON(C191),163,080
5,SUPER RED DRAGON(C191),080,782
6,SUPER RED DRAGON(C191),782,659
7,SUPER RED DRAGON(C191),659,606
8,SUPER RED DRAGON(C191),606,561
9,SUPER RED DRAGON(C191),561,499
10,SUPER RED DRAGON(C191),499,NA
0,SEIZE THE SPIRIT(B030),383,307
1,SEIZE THE SPIRIT(B030),307,247
2,SEIZE THE SPIRIT(B030),247,789
3,SEIZE THE SPIRIT(B030),789,676
4,SEIZE THE SPIRIT(B030),676,568
5,SEIZE THE SPIRIT(B030),568,493
6,SEIZE THE SPIRIT(B030),493,445
7,SEIZE THE SPIRIT(B030),445,304
8,SEIZE THE SPIRIT(B030),304,260
9,SEIZE THE SPIRIT(B030),260,181
10,SEIZE THE SPIRIT(B030),181,782
11,SEIZE THE SPIRIT(B030),782,NA
0,SPEEDY MISSILE(C281),564,527
1,SPEEDY MISSILE(C281),527,437
2,SPEEDY MISSILE(C281),437,372
3,SPEEDY MISSILE(C281),372,279
4,SPEEDY MISSILE(C281),279,203
5,SPEEDY MISSILE(C281),203,034
6,SPEEDY MISSILE(C281),034,722
7,SPEEDY MISSILE(C281),722,651
8,SPEEDY MISSILE(C281),651,NA
0,SUPREME PLUS(C252),491,393
1,SUPREME PLUS(C252),393,345
2,SUPREME PLUS(C252),345,278
3,SUPREME PLUS(C252),278,200
4,SUPREME PLUS(C252),200,151
5,SUPREME PLUS(C252),151,119
6,SUPREME PLUS(C252),119,014
7,SUPREME PLUS(C252),014,811
8,SUPREME PLUS(C252),811,754
9,SUPREME PLUS(C252),754,685
10,SUPREME PLUS(C252),685,639
11,SUPREME PLUS(C252),639,557
12,SUPREME PLUS(C252),557,499
13,SUPREME PLUS(C252),499,NA
0,SHANGHAI RUSKY(C279),309,251
1,SHANGHAI RUSKY(C279),251,154
2,SHANGHAI RUSKY(C279),154,090
3,SHANGHAI RUSKY(C279),090,800
4,SHANGHAI RUSKY(C279),800,722
5,SHANGHAI RUSKY(C279),722,NA
0,SPICY REALLY(C021),527,435
1,SPICY REALLY(C021),435,361
2,SPICY REALLY(C021),361,323
3,SPICY REALLY(C021),323,286
4,SPICY REALLY(C021),286,241
5,SPICY REALLY(C021),241,203
6,SPICY REALLY(C021),203,810
7,SPICY REALLY(C021),810,755
8,SPICY REALLY(C021),755,704
9,SPICY REALLY(C021),704,NA
0,SPIRIT PATCH(C184),472,297
1,SPIRIT PATCH(C184),297,251
2,SPIRIT PATCH(C184),251,192
3,SPIRIT PATCH(C184),192,792
4,SPIRIT PATCH(C184),792,743
5,SPIRIT PATCH(C184),743,652
6,SPIRIT PATCH(C184),652,541
7,SPIRIT PATCH(C184),541,NA
0,SKY GEM(C251),565,501
1,SKY GEM(C251),501,428
2,SKY GEM(C251),428,400
3,SKY GEM(C251),400,352
4,SKY GEM(C251),352,324
5,SKY GEM(C251),324,285
6,SKY GEM(C251),285,256
7,SKY GEM(C251),256,201
8,SKY GEM(C251),201,161
9,SKY GEM(C251),161,133
10,SKY GEM(C251),133,097
11,SKY GEM(C251),097,068
12,SKY GEM(C251),068,023
13,SKY GEM(C251),023,002
14,SKY GEM(C251),002,807
15,SKY GEM(C251),807,752
16,SKY GEM(C251),752,727
17,SKY GEM(C251),727,611
18,SKY GEM(C251),611,557
19,SKY GEM(C251),557,497
20,SKY GEM(C251),497,NA
0,STARLOT(V367),483,391
1,STARLOT(V367),391,275
2,STARLOT(V367),275,211
3,STARLOT(V367),211,141
4,STARLOT(V367),141,078
5,STARLOT(V367),078,022
6,STARLOT(V367),022,751
7,STARLOT(V367),751,696
8,STARLOT(V367),696,622
9,STARLOT(V367),622,575
10,STARLOT(V367),575,522
11,STARLOT(V367),522,395
12,STARLOT(V367),395,313
13,STARLOT(V367),313,266
14,STARLOT(V367),266,122
15,STARLOT(V367),122,012
16,STARLOT(V367),012,743
17,STARLOT(V367),743,642
18,STARLOT(V367),642,617
19,STARLOT(V367),617,558
20,STARLOT(V367),558,514
21,STARLOT(V367),514,440
22,STARLOT(V367),440,386
23,STARLOT(V367),386,285
24,STARLOT(V367),285,231
25,STARLOT(V367),231,175
26,STARLOT(V367),175,110
27,STARLOT(V367),110,060
28,STARLOT(V367),060,024
29,STARLOT(V367),024,NA
0,SUPERB AGILITY(C354),307,267
1,SUPERB AGILITY(C354),267,190
2,SUPERB AGILITY(C354),190,062
3,SUPERB AGILITY(C354),062,041
4,SUPERB AGILITY(C354),041,014
5,SUPERB AGILITY(C354),014,704
6,SUPERB AGILITY(C354),704,667
7,SUPERB AGILITY(C354),667,NA
0,SUPER FUN(A408),427,305
1,SUPER FUN(A408),305,247
2,SUPER FUN(A408),247,116
3,SUPER FUN(A408),116,083
4,SUPER FUN(A408),083,532
5,SUPER FUN(A408),532,490
6,SUPER FUN(A408),490,454
7,SUPER FUN(A408),454,415
8,SUPER FUN(A408),415,305
9,SUPER FUN(A408),305,259
10,SUPER FUN(A408),259,167
11,SUPER FUN(A408),167,113
12,SUPER FUN(A408),113,077
13,SUPER FUN(A408),077,026
14,SUPER FUN(A408),026,805
15,SUPER FUN(A408),805,749
16,SUPER FUN(A408),749,702
17,SUPER FUN(A408),702,542
18,SUPER FUN(A408),542,493
19,SUPER FUN(A408),493,360
20,SUPER FUN(A408),360,NA
0,SOLAR BILLION(C171),455,428
1,SOLAR BILLION(C171),428,383
2,SOLAR BILLION(C171),383,324
3,SOLAR BILLION(C171),324,256
4,SOLAR BILLION(C171),256,227
5,SOLAR BILLION(C171),227,079
6,SOLAR BILLION(C171),079,043
7,SOLAR BILLION(C171),043,795
8,SOLAR BILLION(C171),795,722
9,SOLAR BILLION(C171),722,667
10,SOLAR BILLION(C171),667,611
11,SOLAR BILLION(C171),611,538
12,SOLAR BILLION(C171),538,463
13,SOLAR BILLION(C171),463,NA
0,STRAPPING BAUHINIA(B325),295,201
1,STRAPPING BAUHINIA(B325),201,152
2,STRAPPING BAUHINIA(B325),152,580
3,STRAPPING BAUHINIA(B325),580,447
4,STRAPPING BAUHINIA(B325),447,349
5,STRAPPING BAUHINIA(B325),349,218
6,STRAPPING BAUHINIA(B325),218,NA
0,SOCCER MASTER(B452),527,324
1,SOCCER MASTER(B452),324,307
2,SOCCER MASTER(B452),307,265
3,SOCCER MASTER(B452),265,190
4,SOCCER MASTER(B452),190,032
5,SOCCER MASTER(B452),032,789
6,SOCCER MASTER(B452),789,751
7,SOCCER MASTER(B452),751,725
8,SOCCER MASTER(B452),725,650
9,SOCCER MASTER(B452),650,634
10,SOCCER MASTER(B452),634,577
11,SOCCER MASTER(B452),577,500
12,SOCCER MASTER(B452),500,445
13,SOCCER MASTER(B452),445,406
14,SOCCER MASTER(B452),406,367
15,SOCCER MASTER(B452),367,317
16,SOCCER MASTER(B452),317,260
17,SOCCER MASTER(B452),260,218
18,SOCCER MASTER(B452),218,NA
0,SHOW MISSION(T436),464,391
1,SHOW MISSION(T436),391,275
2,SHOW MISSION(T436),275,199
3,SHOW MISSION(T436),199,116
4,SHOW MISSION(T436),116,050
5,SHOW MISSION(T436),050,022
6,SHOW MISSION(T436),022,779
7,SHOW MISSION(T436),779,751
8,SHOW MISSION(T436),751,723
9,SHOW MISSION(T436),723,696
10,SHOW MISSION(T436),696,603
11,SHOW MISSION(T436),603,566
12,SHOW MISSION(T436),566,489
13,SHOW MISSION(T436),489,434
14,SHOW MISSION(T436),434,341
15,SHOW MISSION(T436),341,192
16,SHOW MISSION(T436),192,138
17,SHOW MISSION(T436),138,122
18,SHOW MISSION(T436),122,047
19,SHOW MISSION(T436),047,019
20,SHOW MISSION(T436),019,420
21,SHOW MISSION(T436),420,330
22,SHOW MISSION(T436),330,285
23,SHOW MISSION(T436),285,246
24,SHOW MISSION(T436),246,195
25,SHOW MISSION(T436),195,148
26,SHOW MISSION(T436),148,101
27,SHOW MISSION(T436),101,066
28,SHOW MISSION(T436),066,NA
0,SUN FOXHUNTER(B389),539,305
1,SUN FOXHUNTER(B389),305,267
2,SUN FOXHUNTER(B389),267,070
3,SUN FOXHUNTER(B389),070,013
4,SUN FOXHUNTER(B389),013,688
5,SUN FOXHUNTER(B389),688,561
6,SUN FOXHUNTER(B389),561,497
7,SUN FOXHUNTER(B389),497,332
8,SUN FOXHUNTER(B389),332,268
9,SUN FOXHUNTER(B389),268,NA
0,SUNNY MAJOR(B298),501,428
1,SUNNY MAJOR(B298),428,324
2,SUNNY MAJOR(B298),324,305
3,SUNNY MAJOR(B298),305,285
4,SUNNY MAJOR(B298),285,218
5,SUNNY MAJOR(B298),218,190
6,SUNNY MAJOR(B298),190,115
7,SUNNY MAJOR(B298),115,070
8,SUNNY MAJOR(B298),070,023
9,SUNNY MAJOR(B298),023,686
10,SUNNY MAJOR(B298),686,603
11,SUNNY MAJOR(B298),603,560
12,SUNNY MAJOR(B298),560,484
13,SUNNY MAJOR(B298),484,460
14,SUNNY MAJOR(B298),460,342
15,SUNNY MAJOR(B298),342,296
16,SUNNY MAJOR(B298),296,260
17,SUNNY MAJOR(B298),260,146
18,SUNNY MAJOR(B298),146,NA
0,SEA MONARCH(D063),563,NA
0,SMILING FACE(D192),563,NA
0,SUNNY STAR(D273),563,NA
0,THANKS FOREVER(B312),551,475
1,THANKS FOREVER(B312),475,423
2,THANKS FOREVER(B312),423,348
3,THANKS FOREVER(B312),348,290
4,THANKS FOREVER(B312),290,235
5,THANKS FOREVER(B312),235,177
6,THANKS FOREVER(B312),177,146
7,THANKS FOREVER(B312),146,095
8,THANKS FOREVER(B312),095,817
9,THANKS FOREVER(B312),817,775
10,THANKS FOREVER(B312),775,724
11,THANKS FOREVER(B312),724,687
12,THANKS FOREVER(B312),687,778
13,THANKS FOREVER(B312),778,713
14,THANKS FOREVER(B312),713,NA
0,TIME WARP(A066),421,364
1,TIME WARP(A066),364,319
2,TIME WARP(A066),319,234
3,TIME WARP(A066),234,176
4,TIME WARP(A066),176,147
5,TIME WARP(A066),147,758
6,TIME WARP(A066),758,691
7,TIME WARP(A066),691,618
8,TIME WARP(A066),618,430
9,TIME WARP(A066),430,372
10,TIME WARP(A066),372,327
11,TIME WARP(A066),327,243
12,TIME WARP(A066),243,187
13,TIME WARP(A066),187,151
14,TIME WARP(A066),151,116
15,TIME WARP(A066),116,610
16,TIME WARP(A066),610,555
17,TIME WARP(A066),555,454
18,TIME WARP(A066),454,380
19,TIME WARP(A066),380,261
20,TIME WARP(A066),261,204
21,TIME WARP(A066),204,169
22,TIME WARP(A066),169,080
23,TIME WARP(A066),080,NA
0,TIME TO CELEBRATE(A367),549,498
1,TIME TO CELEBRATE(A367),498,449
2,TIME TO CELEBRATE(A367),449,405
3,TIME TO CELEBRATE(A367),405,370
4,TIME TO CELEBRATE(A367),370,195
5,TIME TO CELEBRATE(A367),195,166
6,TIME TO CELEBRATE(A367),166,814
7,TIME TO CELEBRATE(A367),814,753
8,TIME TO CELEBRATE(A367),753,614
9,TIME TO CELEBRATE(A367),614,526
10,TIME TO CELEBRATE(A367),526,443
11,TIME TO CELEBRATE(A367),443,393
12,TIME TO CELEBRATE(A367),393,321
13,TIME TO CELEBRATE(A367),321,241
14,TIME TO CELEBRATE(A367),241,208
15,TIME TO CELEBRATE(A367),208,133
16,TIME TO CELEBRATE(A367),133,118
17,TIME TO CELEBRATE(A367),118,082
18,TIME TO CELEBRATE(A367),082,363
19,TIME TO CELEBRATE(A367),363,328
20,TIME TO CELEBRATE(A367),328,263
21,TIME TO CELEBRATE(A367),263,224
22,TIME TO CELEBRATE(A367),224,171
23,TIME TO CELEBRATE(A367),171,061
24,TIME TO CELEBRATE(A367),061,NA
0,TORNADO TWIST(C028),518,451
1,TORNADO TWIST(C028),451,426
2,TORNADO TWIST(C028),426,370
3,TORNADO TWIST(C028),370,264
4,TORNADO TWIST(C028),264,186
5,TORNADO TWIST(C028),186,123
6,TORNADO TWIST(C028),123,806
7,TORNADO TWIST(C028),806,683
8,TORNADO TWIST(C028),683,546
9,TORNADO TWIST(C028),546,506
10,TORNADO TWIST(C028),506,423
11,TORNADO TWIST(C028),423,390
12,TORNADO TWIST(C028),390,339
13,TORNADO TWIST(C028),339,278
14,TORNADO TWIST(C028),278,212
15,TORNADO TWIST(C028),212,NA
0,THINKIN' BIG(C391),518,750
1,THINKIN' BIG(C391),750,NA
0,TURIN REDSTAR(B092),544,426
1,TURIN REDSTAR(B092),426,370
2,TURIN REDSTAR(B092),370,292
3,TURIN REDSTAR(B092),292,225
4,TURIN REDSTAR(B092),225,127
5,TURIN REDSTAR(B092),127,084
6,TURIN REDSTAR(B092),084,786
7,TURIN REDSTAR(B092),786,645
8,TURIN REDSTAR(B092),645,591
9,TURIN REDSTAR(B092),591,509
10,TURIN REDSTAR(B092),509,421
11,TURIN REDSTAR(B092),421,338
12,TURIN REDSTAR(B092),338,290
13,TURIN REDSTAR(B092),290,180
14,TURIN REDSTAR(B092),180,133
15,TURIN REDSTAR(B092),133,036
16,TURIN REDSTAR(B092),036,777
17,TURIN REDSTAR(B092),777,686
18,TURIN REDSTAR(B092),686,619
19,TURIN REDSTAR(B092),619,594
20,TURIN REDSTAR(B092),594,529
21,TURIN REDSTAR(B092),529,475
22,TURIN REDSTAR(B092),475,398
23,TURIN REDSTAR(B092),398,346
24,TURIN REDSTAR(B092),346,276
25,TURIN REDSTAR(B092),276,NA
0,TRUE GRIT(B232),805,768
1,TRUE GRIT(B232),768,701
2,TRUE GRIT(B232),701,663
3,TRUE GRIT(B232),663,568
4,TRUE GRIT(B232),568,130
5,TRUE GRIT(B232),130,103
6,TRUE GRIT(B232),103,067
7,TRUE GRIT(B232),067,032
8,TRUE GRIT(B232),032,NA
0,THIS IS CLASS(B420),562,471
1,THIS IS CLASS(B420),471,398
2,THIS IS CLASS(B420),398,359
3,THIS IS CLASS(B420),359,659
4,THIS IS CLASS(B420),659,590
5,THIS IS CLASS(B420),590,532
6,THIS IS CLASS(B420),532,463
7,THIS IS CLASS(B420),463,367
8,THIS IS CLASS(B420),367,304
9,THIS IS CLASS(B420),304,256
10,THIS IS CLASS(B420),256,NA
0,TIANCHI MONSTER(B350),514,480
1,TIANCHI MONSTER(B350),480,442
2,TIANCHI MONSTER(B350),442,390
3,TIANCHI MONSTER(B350),390,312
4,TIANCHI MONSTER(B350),312,273
5,TIANCHI MONSTER(B350),273,179
6,TIANCHI MONSTER(B350),179,093
7,TIANCHI MONSTER(B350),093,049
8,TIANCHI MONSTER(B350),049,564
9,TIANCHI MONSTER(B350),564,504
10,TIANCHI MONSTER(B350),504,449
11,TIANCHI MONSTER(B350),449,392
12,TIANCHI MONSTER(B350),392,336
13,TIANCHI MONSTER(B350),336,298
14,TIANCHI MONSTER(B350),298,238
15,TIANCHI MONSTER(B350),238,179
16,TIANCHI MONSTER(B350),179,114
17,TIANCHI MONSTER(B350),114,059
18,TIANCHI MONSTER(B350),059,028
19,TIANCHI MONSTER(B350),028,749
20,TIANCHI MONSTER(B350),749,721
21,TIANCHI MONSTER(B350),721,NA
0,TAKING AIM(B244),518,463
1,TAKING AIM(B244),463,369
2,TAKING AIM(B244),369,313
3,TAKING AIM(B244),313,253
4,TAKING AIM(B244),253,198
5,TAKING AIM(B244),198,166
6,TAKING AIM(B244),166,113
7,TAKING AIM(B244),113,357
8,TAKING AIM(B244),357,309
9,TAKING AIM(B244),309,264
10,TAKING AIM(B244),264,226
11,TAKING AIM(B244),226,169
12,TAKING AIM(B244),169,107
13,TAKING AIM(B244),107,063
14,TAKING AIM(B244),063,788
15,TAKING AIM(B244),788,737
16,TAKING AIM(B244),737,703
17,TAKING AIM(B244),703,665
18,TAKING AIM(B244),665,631
19,TAKING AIM(B244),631,593
20,TAKING AIM(B244),593,544
21,TAKING AIM(B244),544,510
22,TAKING AIM(B244),510,NA
0,TEAM SPIRIT(B230),529,482
1,TEAM SPIRIT(B230),482,424
2,TEAM SPIRIT(B230),424,347
3,TEAM SPIRIT(B230),347,301
4,TEAM SPIRIT(B230),301,254
5,TEAM SPIRIT(B230),254,172
6,TEAM SPIRIT(B230),172,095
7,TEAM SPIRIT(B230),095,067
8,TEAM SPIRIT(B230),067,037
9,TEAM SPIRIT(B230),037,775
10,TEAM SPIRIT(B230),775,713
11,TEAM SPIRIT(B230),713,655
12,TEAM SPIRIT(B230),655,581
13,TEAM SPIRIT(B230),581,466
14,TEAM SPIRIT(B230),466,382
15,TEAM SPIRIT(B230),382,307
16,TEAM SPIRIT(B230),307,166
17,TEAM SPIRIT(B230),166,063
18,TEAM SPIRIT(B230),063,734
19,TEAM SPIRIT(B230),734,664
20,TEAM SPIRIT(B230),664,548
21,TEAM SPIRIT(B230),548,NA
0,TRANSCENDENT(D126),536,499
1,TRANSCENDENT(D126),499,245
2,TRANSCENDENT(D126),245,NA
0,THE HULK(C431),554,469
1,THE HULK(C431),469,369
2,THE HULK(C431),369,312
3,THE HULK(C431),312,282
4,THE HULK(C431),282,225
5,THE HULK(C431),225,179
6,THE HULK(C431),179,150
7,THE HULK(C431),150,113
8,THE HULK(C431),113,NA
0,TASHIDELEK(C084),514,450
1,TASHIDELEK(C084),450,367
2,TASHIDELEK(C084),367,276
3,TASHIDELEK(C084),276,206
4,TASHIDELEK(C084),206,168
5,TASHIDELEK(C084),168,140
6,TASHIDELEK(C084),140,101
7,TASHIDELEK(C084),101,038
8,TASHIDELEK(C084),038,805
9,TASHIDELEK(C084),805,714
10,TASHIDELEK(C084),714,635
11,TASHIDELEK(C084),635,534
12,TASHIDELEK(C084),534,449
13,TASHIDELEK(C084),449,392
14,TASHIDELEK(C084),392,353
15,TASHIDELEK(C084),353,245
16,TASHIDELEK(C084),245,NA
0,TAKE WHAT YOU NEED(C474),546,517
1,TAKE WHAT YOU NEED(C474),517,443
2,TAKE WHAT YOU NEED(C474),443,422
3,TAKE WHAT YOU NEED(C474),422,371
4,TAKE WHAT YOU NEED(C474),371,327
5,TAKE WHAT YOU NEED(C474),327,272
6,TAKE WHAT YOU NEED(C474),272,226
7,TAKE WHAT YOU NEED(C474),226,164
8,TAKE WHAT YOU NEED(C474),164,NA
0,TELECOM PUMA(C181),487,413
1,TELECOM PUMA(C181),413,350
2,TELECOM PUMA(C181),350,313
3,TELECOM PUMA(C181),313,264
4,TELECOM PUMA(C181),264,215
5,TELECOM PUMA(C181),215,146
6,TELECOM PUMA(C181),146,055
7,TELECOM PUMA(C181),055,804
8,TELECOM PUMA(C181),804,731
9,TELECOM PUMA(C181),731,682
10,TELECOM PUMA(C181),682,569
11,TELECOM PUMA(C181),569,513
12,TELECOM PUMA(C181),513,457
13,TELECOM PUMA(C181),457,NA
0,THE ROCK(D187),349,NA
0,THEBEASTFORTHEEAST(C371),790,NA
